tid	index	output	input
470162406912425984	4836	['rt', '@sehunastagram', ':', 'i', 'know', 'that', 'jongin', 'is', 'the', 'original', 'sex', 'god', 'but', 'oh', 'sehun', 'is', 'just', 'a', 'pornstar-in-the-making']	['RT', '@sehunastagram', ':', 'I', 'know', 'that', 'jongin', 'is', 'the', 'original', 'sex', 'god', 'but', 'Oh', 'Sehun', 'is', 'just', 'a', 'pornstar-in-the-making']
471865692786937856	4839	['but', 'tobi', 'is', 'ten', 'centimeters', 'taller', 'than', 'senpai', '!', '@akasuna_1108', '@blondesculptor']	['But', 'Tobi', 'is', 'ten', 'centimeters', 'taller', 'than', 'Senpai', '!', '@Akasuna_1108', '@BlondeSculptor']
470810514948620289	4841	['rt', '@niabolden', ':', 'dude', 'jaylen', 'be', 'making', 'me', 'so', 'mad']	['RT', '@NiaBolden', ':', 'Dude', 'Jaylen', 'be', 'making', 'me', 'soo', 'mad']
471770008138162178	4842	['rt', '@thirsthokage', ':', 'hatake', 'kakashi', ':', 'nothing', 'was', 'the', 'same', '.', 'feature', 'bonus', 'track', '-', 'sharingone', '(', 'madara', 'diss', ')', 'http://t.co/c6eiqzty6u']	['RT', '@ThirstHokage', ':', 'Hatake', 'Kakashi', ':', 'Nothing', 'Was', 'The', 'Same', '.', 'Feature', 'bonus', 'track', '-', 'SharinGONE', '(', 'Madara', 'Diss', ')', 'http://t.co/c6EIQztY6u']
470185404293849090	4844	"[""don't"", 'sleep', 'on', 'these', 'dope', 'bangers', '!!!', 'http://t.co/ysadxq3txj']"	['dont', 'sleep', 'on', 'these', 'dope', 'bangers', '!!!', 'http://t.co/YSADxQ3TXJ']
469797909316128769	4845	['tyneteeswear', 'news', ':', 'technip', 'safeguards', 'hundreds', 'of', 'tyneside', 'jobs', 'with', 'world', 'leading', 'cables', '...', 'http://t.co/0raqw7z7pl', '#tyneside', '#northeast']	['TyneTeesWear', 'News', ':', 'Technip', 'safeguards', 'hundreds', 'of', 'Tyneside', 'jobs', 'with', 'world', 'leading', 'cables', '...', 'http://t.co/0raQw7Z7pl', '#tyneside', '#northeast']
471344437273309184	4847	['the', 'dog', 'represents', 'all', 'that', 'is', 'best', 'in', 'man', '.', '-', 'etienne', 'charlet']	['The', 'dog', 'represents', 'all', 'that', 'is', 'best', 'in', 'man', '.', '-', 'Etienne', 'Charlet']
471745123357687808	4848	['2014', 'miss', 'heritage', 'nigeria', 'to', 'hold', 'in', 'akwa', 'ibom', 'http://t.co/is8nopjzau']	['2014', 'Miss', 'Heritage', 'Nigeria', 'to', 'hold', 'in', 'Akwa', 'Ibom', 'http://t.co/iS8NOPJzAu']
470962319431065600	4850	['rt', '@jaredleto', ':', 'cano', 'cristales', 'in', 'colombia', 'http://t.co/aoyiejyloo', '#nfto', 'http://t.co/zhzs5jawt8']	['RT', '@JaredLeto', ':', 'Cano', 'Cristales', 'in', 'Colombia', 'http://t.co/aoyiEjYlOO', '#NFTO', 'http://t.co/ZHzs5jAwt8']
470142362329415680	4851	"['rt', '@thewarrior292', ':', ""i'm"", 'tired', 'of', 'mother', 'in', 'lore', 'jokes', '..', 'laughing out loud', 'ok', 'here', 'one', 'more', 'http://t.co/y469whuhn4']"	['RT', '@thewarrior292', ':', 'Im', 'tiard', 'of', 'mother', 'in', 'lore', 'jokes', '..', 'lol', 'ok', 'here', 'one', 'more', 'http://t.co/Y469whUhn4']
471771228676829184	4852	['rt', '@niallofficial', ':', 'dressing', 'room', 'shenanigans', '!', 'with', 'harry styles', 'http://t.co/xdupsttiot']	['RT', '@NiallOfficial', ':', 'Dressin', 'room', 'shenanigans', '!', 'With', 'harrystyles', 'http://t.co/xDUPSTtIot']
471209733030805504	4855	['ongc', 'spuds', 'maiden', 'palar', 'probe', 'http://t.co/lsj51csepq']	['ONGC', 'spuds', 'maiden', 'Palar', 'probe', 'http://t.co/lSJ51cSePq']
471606455460573184	4857	['fucking', 'wise', 'words', 'from', 'tupac', 'amaru', 'shakur', '#respect']	['Fucking', 'wise', 'words', 'from', 'Tupac', 'Amaru', 'Shakur', '#respect']
470414983725973504	4859	"['rt', '@plzzdanieljfb', ':', 'retweet', 'for', 'an', 'indirect', 'i', 'will', 'do', 'all', 'tomorrow', 'because', ""i'm"", 'going', 'to', 'bed', ':)', 'http://t.co/lvkf1uiryy']"	['RT', '@plzzdanieljfb', ':', 'Rt', 'for', 'an', 'indirect', 'I', 'will', 'do', 'all', 'tommorow', 'cause', 'im', 'going', 'to', 'bed', ':)', 'http://t.co/lVkF1UIRYY']
471664345244766208	4860	"[""where's"", 'bae', '?', 'bae', '=', 'bacon', 'and', 'eggs', '.']"	"[""Where's"", 'bae', '?', 'Bae', '=', 'Bacon', 'and', 'Eggs', '.']"
472186968080924672	4861	"['@elanie_rod', ""i'm"", 'sorry', ""i'm going to"", 'text', 'you', 'now']"	['@Elanie_Rod', 'im', 'sorrry', 'imma', 'text', 'you', 'now']
470966840881999873	4862	['#2', ':', 'bbk', '8010', '76mm', '30', 'lbs', 'cac', 'mass', 'air', 'meter', 'for', 'ford', 'mustang', 'gt/s', '5.0', 'l', ':', 'bbk', '8010', '76mm', '30', 'lbs', 'cac', 'mass', 'air', 'mete', '...', 'http://t.co/h9zwqbvwvc']	['#2', ':', 'BBK', '8010', '76mm', '30', 'lbs', 'CAC', 'Mass', 'Air', 'Meter', 'for', 'Ford', 'Mustang', 'GT/S', '5.0', 'L', ':', 'BBK', '8010', '76mm', '30', 'lbs', 'CAC', 'Mass', 'Air', 'Mete', '...', 'http://t.co/h9ZWQbVwvC']
469740829053960193	4863	"['problem', 'went', 'platinum', 'proud', ""isn't"", 'even', 'the', 'word', ""i'm"", 'so', 'happy', 'hearing', 'it', 'she', 'is', 'well', 'deserved']"	['PROBLEM', 'WENT', 'PLATINUM', 'PROUD', 'ISNT', 'EVEN', 'THE', 'WORD', 'IM', 'SO', 'HAPPY', 'HEARING', 'IT', 'SHE', 'IS', 'WELL', 'DESERVED']
471831387579105280	4866	['&', 'i', 'refuse', 'to', 'let', 'my', 'moms', 'loose', 'me', 'to', 'some', 'bullshit', '.', '']	['&', 'I', 'refuse', 'to', 'let', 'my', 'moms', 'loose', 'me', 'to', 'some', 'bullsh', '.', 't']
470888478700351488	4867	['taeny', 'ft', '.', 'starbucks', 'before', 'the', 'flight', 'laughing out loud', 'cr', 'taenygenie', 'http://t.co/dk4qohgmnf']	['Taeny', 'ft', '.', 'Starbucks', 'before', 'the', 'flight', 'lol', 'cr', 'taenygenie', 'http://t.co/DK4qOhGMnf']
472212448490295296	4868	['rt', '@_nate9', ':', 'when', 'the', 'person', 'sitting', 'beside', 'you', 'is', 'chewing', 'loud', 'as fuck', 'http://t.co/bhb0bjinxo']	['RT', '@_nate9', ':', 'When', 'the', 'person', 'sittin', 'beside', 'u', 'is', 'chewin', 'loud', 'af', 'http://t.co/BHB0BJiNxo']
470199581054365696	4869	"['rt', '@zaynguccl', ':', 'niall', 'looks', 'so', 'happy', ""i'm"", 'crying', 'irudfkjlc', 'http://t.co/abnazpouyw']"	['RT', '@ZAYNGUCCl', ':', 'nIALL', 'LOOKS', 'SO', 'HAPPY', 'IM', 'CRYING', 'IRUDFKJLC', 'http://t.co/ABnAZpOUYw']
470916257584119810	4871	"['kuya', 'yanny', 'nice', 'meeting', 'you', '!', 'hugs', 'and', 'gigil', 'for', 'you', '!', ':o', 'please', ""don't"", 'go', '.', 'love', 'baby', 'bugoy', ':)', 'http://t.co/8h8nfmumbb']"	"['Kuya', 'yanny', 'nice', 'meeting', 'you', '!', 'Hugs', 'and', 'gigil', 'for', 'you', '!', ':o', 'Please', ""don't"", 'go', '.', 'Love', 'baby', 'bugoy', ':)', 'http://t.co/8h8NfMuMbB']"
470941394022846464	4874	['@fybally', 'hi', 'farah', 'the', 'fishy', 'hahaa', 'kidding', 'i', 'freaking', 'love', 'you']	['@FYBALLY', 'hi', 'farah', 'the', 'fishy', 'HAHAA', 'KIDDING', 'I', 'FREAKING', 'LOVE', 'YOU']
469857749438709760	4875	['rt', '@amberrnto', ':', 'hoho-', 'jessy', 'unnie', 'told', 'me', 'she', 'wanted', 'to', 'accept', 'your', 'love-']	['RT', '@Amberrnto', ':', 'Hoho-', 'Jessy', 'unnie', 'told', 'me', 'she', 'wanted', 'to', 'accept', 'your', 'love-']
470350525641154560	4876	['montgomerie', 'leads', 'senior', 'pga', 'championship', ',', 'langer', 'one', 'back', ':', '(', 'reuters', ')', '-', 'colin', 'montgomerie', 'sank', 'a', '30-foot', 'birdie', '...', 'http://t.co/tntpkclvvl']	['Montgomerie', 'leads', 'Senior', 'PGA', 'Championship', ',', 'Langer', 'one', 'back', ':', '(', 'Reuters', ')', '-', 'Colin', 'Montgomerie', 'sank', 'a', '30-foot', 'birdi', '...', 'http://t.co/TNtPKclvvl']
470638640763527168	4877	"['rt', '@alcoholla', ':', 'iggy', 'azalea', 'is', 'a', 'bad', 'bitch', ""i don't care""]"	['RT', '@alcoholla', ':', 'Iggy', 'Azalea', 'is', 'a', 'bad', 'bitch', 'idc']
470424324432986112	4879	['http://t.co/qwvl4sz3ph', '#2', ':', 'roko', 'novelty', 'real', 'watch', 'with', 'collectable', 'butane', 'cigarette', 'cigar', 'lighte', '(', 'white', ')', 'roko', '...', 'http://t.co/vbiynihqb9']	['http://t.co/QwVL4Sz3ph', '#2', ':', 'RoKo', 'Novelty', 'Real', 'Watch', 'with', 'Collectable', 'Butane', 'Cigarette', 'Cigar', 'Lighte', '(', 'White', ')', 'RoKo', '...', 'http://t.co/VBiYNIhqb9']
471689464918847488	4880	['rt', '@celliniiii', ':', 'precalc', '', 'final', 'is', 'about', 'to', 'be', 'a', 'rough', 'one', 'today', '#nhl15bergeron']	['RT', '@Celliniiii', ':', 'Pre', 'calc', 'final', 'is', 'about', 'to', 'be', 'a', 'rough', 'one', 'today', '#NHL15Bergeron']
470769406612484096	4881	['@anduweiii69', 'joke', 'lang', 'hahahahahaha', 'chill', 'aso', 'lang', 'yan', 'andrei', 'aso', 'lang', 'yan', 't.t']	['@Anduweiii69', 'JOKE', 'LANG', 'HAHAHAHAHAHA', 'CHILL', 'ASO', 'LANG', 'YAN', 'ANDREI', 'ASO', 'LANG', 'YAN', 'T.T']
469979384288653312	4882	['bottles', 'in', 'the', 'air', 'living', 'without', 'a', 'care', '.']	['Bottles', 'in', 'the', 'airrr', 'livin', 'without', 'a', 'care', '.']
470478355431559169	4883	"['rt', '@92x92', ':', '2ne1', 'or', 'snsd', 'chanyeol', ':', 'snsd', 'are', 'my', 'seniors', 'so', ""i'll"", 'vote', 'for', 'them', 'eyy', 'i', 'know', 'you', 'were', 'lying', 'hahahh', 'http://t.co/pb3yeafysk']"	"['RT', '@92x92', ':', '2NE1', 'or', 'SNSD', 'Chanyeol', ':', 'SNSD', 'are', 'my', 'seniors', 'so', ""I'll"", 'vote', 'for', 'them', 'EYY', 'I', 'KNOW', 'YOU', 'WERE', 'LYING', 'HAHAHH', 'http://t.co/PB3YeAFYsK']"
471977982727565312	4884	['photoset', ':', 'guy directioners', ':', 'what', 'are', 'you', 'wearing', '?', '05/28', 'http://t.co/r6pgtpup0f']	['Photoset', ':', 'guydirectioners', ':', 'What', 'are', 'you', 'wearing', '?', '05/28', 'http://t.co/R6PgTPuP0f']
470656185562308610	4885	['@lady_abs', '@bdogrunner', 'ahhh', ',', 'bless', 'you', '.', 'can', 'sympathize', '.', 'have', 'irritable bowel syndrome', 'so', 'actually', 'citalopram', 'really', 'helped', 'with', 'that', '!']	['@lady_abs', '@bdogrunner', 'ahhh', ',', 'bless', 'u', '.', 'Can', 'sympathise', '.', 'Have', 'ibs', 'so', 'actually', 'citalopram', 'really', 'helped', 'with', 'that', '!']
471981816283267072	4886	"['wonder', 'if', ""i'm"", 'see', 'people', 'crying', 'today', 'laughing my ass off']"	['wonder', 'if', 'Im', 'see', 'people', 'crying', 'today', 'lmaoo']
469854154954113024	4887	['iggy', 'has', 'some', 'big', 'thigh', 'or', 'is', 'that', 'just', 'photoshop']	['Iggy', 'has', 'some', 'biiiig', 'thigh', 'or', 'is', 'that', 'just', 'photoshop']
470456289198239744	4889	['rt', '@raysurls', ':', 'you', 'guys', ',', 'i', 'just', 'saw', 'shailene', 'woodley', 'casually', 'walking', 'around', 'athens', '.']	['RT', '@raysurls', ':', 'You', 'guys', ',', 'I', 'just', 'saw', 'Shailene', 'Woodley', 'casually', 'walking', 'around', 'Athens', '.']
471528374297706497	4890	"['""', '@spookyleann', ':', ""who's"", 'pouya', 'again', '?', '""', 'little', 'wavy', 'ass', 'white', 'nigger']"	"['""', '@SpookyLeann', ':', ""Who's"", 'Pouya', 'again', '?', '""', 'Lil', 'wavy', 'ass', 'white', 'nigga']"
472221596279521281	4893	"['rt', '@funnypicsdepot', ':', 'i', ""ain't"", 'even', 'mad', '..', ""i'm"", 'just', 'http://t.co/ipwzgk6vho']"	['RT', '@FunnyPicsDepot', ':', 'I', 'AINT', 'EVEN', 'MAD', '..', 'IM', 'JUST', 'http://t.co/iPwZgk6Vho']
471768519156047873	4895	['@dsgb4l_229', 'lucky', 'joker', 'laughing out loud', 'i', 'gotta', 'go', 'see', 'old', 'man', 'willie', 'next', 'i', 'head', 'down', 'that', 'way', 'laughing out loud']	['@DSGB4L_229', 'lucky', 'joker', 'lol', 'I', 'gotta', 'go', 'see', 'old', 'man', 'Willie', 'nxt', 'I', 'head', 'down', 'that', 'way', 'lol']
469877445907083264	4896	['rt', '@twt_feelings', ':', 'kau', 'cakap', 'kau', 'busy', 'padahal', 'whatsapp', 'still', 'online', '?']	['RT', '@twt_feelings', ':', 'kau', 'cakap', 'kau', 'busy', 'padahal', 'whatsapp', 'still', 'online', '?']
469741231690362880	4897	['kejriwal', 'coming', 'out', 'of', 'tihar', 'jail', 'tomorrow', '.', 'uff', '!!', 'again', 'mayhem', ',', 'chaos', ',', 'drama', 'before', 'cameras', '..', 'he', 'is', 'better', 'inside', '..!', '#jokerkejriwal', '@kbindia']	['Kejriwal', 'coming', 'out', 'of', 'Tihar', 'Jail', '2mrw', '.', 'Uff', '!!', 'Again', 'mayhem', ',', 'chaos', ',', 'drama', 'b4', 'cameras', '..', 'He', 'is', 'better', 'inside', '..!', '#JokerKejriwal', '@kbindia']
471185317983035392	4898	"[""who's"", 'mans', 'is', 'this', '!?', 'retweet', '""', '@have_ee_air', ':', '@josh_prndr', 'by', 'not', 'sleeping', 'stupid', '""']"	"['whos', 'mans', 'is', 'this', '!?', 'RT', '""', '@have_ee_air', ':', '@Josh_PRnDR', 'by', 'not', 'sleeping', 'stoopid', '""']"
471638088897159168	4899	['rt', '@elleuk', ':', 'angelina', 'jolie', 'is', '#maleficent', '.', 'read', 'the', 'elle', 'review', 'http://t.co/xdqevgwccr', 'http://t.co/vs9vbh8vsp']	['RT', '@ELLEUK', ':', 'Angelina', 'Jolie', 'is', '#Maleficent', '.', 'Read', 'the', 'ELLE', 'review', 'http://t.co/xDQEVgWCcR', 'http://t.co/VS9VBh8vSP']
470284754773082112	4900	"['check', 'out', ""@justinbieber's"", '#selfie', 'on', '@shots', 'http://t.co/qofigfacdu', 'follow', 'me', 'please', 'realize', 'my', 'dream', ',', 'i', 'love', 'you', 'x105']"	"['Check', 'out', ""@justinbieber's"", '#selfie', 'on', '@shots', 'http://t.co/qoFIgfacDu', 'FOLLOW', 'ME', 'PLS', 'REALIZE', 'MY', 'DREAM', ',', 'I', 'LOVE', 'U', 'x105']"
471059123954401280	4903	['rt', '@5sos', ':', 'now', 'hello', 'newcastle', ':)', 'you', 'guys', 'are', 'so', 'sweet', '!', 'xo']	['RT', '@5SOS', ':', 'Naw', 'hello', 'Newcastle', ':)', 'you', 'guys', 'are', 'so', 'sweet', '!', 'Xo']
471722323104768000	4904	['now', 'playing', 'john', 'p', '.', 'kee', '&', 'new', 'life', '-', 'my', 'worship', 'http://t.co/2yijwcxl2r']	['Now', 'Playing', 'John', 'P', '.', 'Kee', '&', 'New', 'Life', '-', 'My', 'Worship', 'http://t.co/2yIjwcxL2r']
469897545028620288	4906	"[""i'm"", 'feeling', 'so', 'fucking', 'down', 'today', 'its', 'not', 'even', 'funny']"	['Im', 'feeling', 'soo', 'fucking', 'down', 'today', 'its', 'not', 'even', 'funny']
471732783690563585	4907	"['i', 'feel', 'like', ""i'm"", 'being', 'tested', '.', ""i don't"", 'like', 'that', 'shit']"	['I', 'feel', 'like', 'Im', 'being', 'tested', '.', 'Iont', 'like', 'that', 'shit']
471802748900352000	4909	"['hmm', '.', 'also', 'bitlocker', ""isn't"", 'available', 'on', 'all', 'versions', 'of', 'windows', ',', 'if i recall correctly', '.']"	"['Hmm', '.', 'Also', 'Bitlocker', ""isn't"", 'available', 'on', 'all', 'versions', 'of', 'windows', ',', 'iirc', '.']"
470772929819856897	4910	"['seriously', ',', ""what's"", 'the', 'point', 'in', 'lying', '?', 'shaking my head', 'laughing out loud']"	"['Seriously', ',', ""what's"", 'the', 'point', 'in', 'lying', '?', 'smh', 'lol']"
472055904477511680	4911	['@payayattdong', 'ulit', 'ulit', 'take', 'two', 'haha', '!', '#boomasim', '!!!', 'ft', 'hashtag', 'haha']	['@Payayattdong', 'ulit', 'ulit', 'take', 'two', 'HAHA', '!', '#BoomAsim', '!!!', 'FT', 'hashtag', 'HAHA']
470127904571920384	4913	['rt', '@haetongue', ':', 'sjmthanks', 'just', 'posted', 'that', 'the', 'car', 'that', 'hyuk', 'used', 'is', 'there', 'now', 'on', 'exo', 'concert', 'http://t.co/kpua9pe5eo']	['RT', '@haetongue', ':', 'sjmthanks', 'just', 'posted', 'that', 'the', 'car', 'that', 'hyuk', 'used', 'is', 'there', 'now', 'on', 'exo', 'concert', 'http://t.co/KPuA9pe5Eo']
470304769991786497	4916	['the', 'show', 'just', 'getting', 'started', '.', '#teamrealmadrid']	['The', 'show', 'jst', 'gettin', 'started', '.', '#TeamRealMadrid']
471840912859885568	4917	['rt', '@funnypinoyquote', ':', 'buti', 'pa', 'sina', 'phineas', 'and', 'ferb', ',', 'unli', 'ang', 'summer', 'vacation', '.']	['RT', '@FunnyPinoyQuote', ':', 'Buti', 'pa', 'sina', 'Phineas', 'and', 'Ferb', ',', 'unli', 'ang', 'summer', 'vacation', '.']
471405913212207105	4918	"['@gavlar182', '@rgrant87', ""i'm"", 'classier', 'than', 'miami', 'these', 'days', '!', 'haha', 'like', 'i', 'said', 'those', 'shorts', ""wouldn't"", 'even', 'cover', 'my', 'ass', '!', 'laughing out loud', 'my', 'fringe', 'is', 'better', ':)']"	['@Gavlar182', '@rgrant87', 'im', 'classier', 'than', 'miami', 'these', 'days', '!', 'Haha', 'like', 'I', 'said', 'those', 'shorts', 'wouldnt', 'even', 'cover', 'my', 'ass', '!', 'Lol', 'my', 'fringe', 'is', 'better', ':)']
470423472984702977	4919	['rt', '@mydickiscalled', ':', 'my', 'dick', 'is', 'called', 'selfies', 'because', 'bitches', 'love', 'taking', 'selfies', '.']	['RT', '@MyDickIsCalled', ':', 'My', 'dick', 'is', 'called', 'Selfies', 'because', 'bitches', 'love', 'taking', 'Selfies', '.']
472010136232275968	4920	['rt', '@03swiftie', ':', 'follow', 'me', 'swifties', 'ill', 'follow back', '!', 'thanks', ';)']	['RT', '@03Swiftie', ':', 'Follow', 'me', 'swifties', 'ill', 'followback', '!', 'Thankies', ';)']
470535121175457795	4922	['rt', '@wasayjalil', ':', 'society', 'needs', 'altaf', 'hussain', 'http://t.co/c2nsxete7m', 'by', '@mumairdabeer', '#welovealtafhussain']	['RT', '@WasayJalil', ':', 'Society', 'needs', 'Altaf', 'Hussain', 'http://t.co/C2nsxete7M', 'by', '@mumairdabeer', '#WeLoveAltafHussain']
472205645337210881	4925	"['rt', '@2legit_adriana', ':', '""', '@anaelyy_', ':', 'should', 'i', 'make', 'brownies', '...', '""', 'uhh', 'this', ""shouldn't"", 'be', 'a', 'question', 'laughing out loud']"	"['RT', '@2Legit_Adriana', ':', '""', '@anaelyy_', ':', 'Should', 'i', 'make', 'brownies', '...', '""', 'uhh', 'this', ""shouldn't"", 'be', 'a', 'question', 'lol']"
470288781308727296	4926	"['rt', '@itweetgemz', ':', 'niggers', 'be', 'like', '""', 'aye', 'brother', 'lets', 'match', '""', 'http://t.co/rrx5genirv']"	"['RT', '@iTweetGemz', ':', 'NIGGAS', 'BE', 'LIKE', '""', 'AYE', 'BRUH', 'LETS', 'MATCH', '""', 'http://t.co/rRx5GenIrV']"
472071251427463168	4927	['vixx', 'reveal', 'they', 'were', 'jealous', 'of', 'born to beat', 'for', 'being', 'in', 'the', 'same', 'agency', 'as', 'b2st', 'http://t.co/6i4qxfmwym']	['VIXX', 'reveal', 'they', 'were', 'jealous', 'of', 'BTOB', 'for', 'being', 'in', 'the', 'same', 'agency', 'as', 'B2ST', 'http://t.co/6I4qxfMWym']
470682303501717504	4928	['rt', '@ww1dupdates', ':', 'niall', 'on', 'stage', 'at', 'croke', 'park', 'in', 'dublin', '-', '25.05.2014', '#5', 'http://t.co/j3de5u1r89']	['RT', '@WW1DUpdates', ':', 'Niall', 'on', 'stage', 'at', 'Croke', 'Park', 'in', 'Dublin', '-', '25.05.2014', '#5', 'http://t.co/j3De5U1R89']
472184552169820160	4929	['@_citlalim', 'what', 'are', 'the', 'vocab', 'words', 'for', 'markus', '?']	['@_CitlaliM', 'what', 'r', 'the', 'vocab', 'words', 'for', 'MArkus', '?']
470300508570521600	4930	['@beaubrwks', 'i', 'was', 'doing', 'nothing', 'lately', 'to be honest', 'haha', 'you']	['@beaubrwks', 'i', 'was', 'doing', 'nothing', 'lately', 'tbh', 'haha', 'u']
469741571408015360	4933	"['both', 'actd', 'and', '2', 'music-orientd', 'dramas/she', 'did', 'a', 'chaebol', 'related', 'drama', ',', 'he', 'did', 'a', 'chaebol', 'role', 'too/shes', 'doing', 'sageuk', 'movie', ',', ""he's"", 'doing', 'sageuk', 'drama', 'too']"	['Both', 'actd', 'n', '2', 'music-orientd', 'dramas/she', 'dd', 'a', 'Chaebol', 'relatd', 'drama', ',', 'he', 'dd', 'a', 'Chaebol', 'role', 'too/shes', 'doing', 'Sageuk', 'movie', ',', 'hes', 'doing', 'Sageuk', 'drama', 'too']
472138607780585472	4940	['citi', 'citi', '-', '6', '.', 'on', 'me', '[', 'hosted', 'by', 'dj', 'louie', 'v', ']', '@bossciti', ':', 'http://t.co/awp5gnyejb', 'via', '@youtube']	['Citi', 'Citi', '-', '6', '.', 'On', 'Me', '[', 'Hosted', 'by', 'Dj', 'Louie', 'V', ']', '@BossCiti', ':', 'http://t.co/awP5gnYeJb', 'via', '@YouTube']
471289823261908993	4942	['@karagillespie89', 'definitely', 'hopefully', 'a', 'few', 'people', 'are', 'up', 'for', 'going', ',', 'was', 'good', 'crack', 'on', 'the', 'bus', 'in', '2011', 'laughing out loud', 'xx']	['@KaraGillespie89', 'defo', 'hopefully', 'a', 'few', 'people', 'are', 'up', 'for', 'goin', ',', 'was', 'good', 'craic', 'on', 'the', 'bus', 'in', '2011', 'lol', 'xx']
471042619363971072	4943	"['homie', ""i'm"", 'just', 'triple', 'beam', 'dreaming']"	"['Homie', ""I'm"", 'just', 'triple', 'beam', 'dreamin']"
469874270819336193	4944	"[""niall's"", 'family', ',', 'louis', ""'"", 'family', ',', ""liam's"", 'parents', ',', 'des', 'and', 'gemma', 'all', 'will', 'be', 'at', ""tonight's"", 'show', 'in', 'croker', 'maliks', 'get', 'your', 'asses', 'to', 'ireland', 'rn']"	"[""niall's"", 'family', ',', 'louis', ""'"", 'family', ',', ""liam's"", 'parents', ',', 'des', 'and', 'gemma', 'all', 'will', 'be', 'at', ""tonight's"", 'show', 'in', 'croker', 'maliks', 'get', 'your', 'asses', 'to', 'ireland', 'rn']"
471492726899630080	4947	"['@kenam15', '@sportscenter', 'we', 'got', 'romo', 'and', 'dez', ""that's"", 'all', 'we', 'need', '!']"	"['@KenAm15', '@SportsCenter', 'We', 'got', 'Romo', 'And', 'Dez', ""that's"", 'all', 'we', 'need', '!']"
470416871166976000	4948	"['11:11', 'i', 'wish', 'kaitlyn', ""didn't"", 'work', 'at', 'hibachi', '.']"	['11:11', 'I', 'wish', 'kaitlyn', 'didnt', 'work', 'at', 'hibachi', '.']
469808923571023872	4954	"[""'"", 'se', '~', 'no', ',', 'arigatou', 'gozaimashta', ""'"", 'and', 'then', 'offline', ',', 'laughing my fucking ass off', '=))']"	"[""'"", 'se', '~', 'no', ',', 'arigatou', 'gozaimashta', ""'"", 'and', 'then', 'offline', ',', 'lmfao', '=))']"
470981697081991169	4956	"[""i'm"", 'such', 'a', 'chill', 'person', 'but', 'i', 'be', 'doing', 'some', 'wild', 'shit', 'sometimes']"	['Im', 'such', 'a', 'chill', 'person', 'But', 'I', 'b', 'doin', 'some', 'wild', 'shit', 'sometimes']
471840216605806592	4957	"['my', 'crush', 'followed', 'me', 'back', 'on', 'instagram', 'this', 'is', 'not', 'a', 'drill', 'guys', 'oh my fucking god', ""i'm"", 'sweating', 'holy', 'shit', 'wow', 'oh my god', 'what', 'is', 'this', 'fuck']"	['MY', 'CRUSH', 'FOLLOWED', 'ME', 'BSCK', 'ON', 'INSTAGRAM', 'THIS', 'IS', 'NOT', 'A', 'DRILL', 'GUYS', 'OMFG', 'IM', 'SWEATING', 'HOLY', 'SHIT', 'WOW', 'OMG', 'WHAT', 'IS', 'THIS', 'FUCK']
471108469924560898	4963	"['so', ""i'm going to"", 'come', 'and', 'put', 'it', 'down']"	['So', 'ima', 'cum', 'n', 'put', 'it', 'down']
471471373714325504	4964	"[""that's"", 'my', 'nigger', 'mash', 'we', 'about', 'to', 'smash', 'he', 'wont', 'let', 'me', 'pass', 'until', 'he', 'smashes', 'my', 'ass']"	['dats', 'my', 'nigga', 'mash', 'we', 'about', 'to', 'smash', 'he', 'wont', 'let', 'me', 'pass', 'until', 'he', 'smashes', 'my', 'ass']
471123225481457664	4965	"['dr', 'farhan', 'ahmad', 'nizami', 'giving', 'a', 'lecture', 'on', '""', 'past', 'achievements', '&', 'present', 'challenges', 'in', 'the', 'muslim', 'world', '""', 'at', 'picc', 'http://t.co/6jyaydatkf']"	"['Dr', 'Farhan', 'Ahmad', 'Nizami', 'giving', 'a', 'lecture', 'on', '""', 'Past', 'Achievements', '&', 'Present', 'Challenges', 'in', 'the', 'Muslim', 'World', '""', 'at', 'PICC', 'http://t.co/6JyAYdATKf']"
471497361592963072	4967	"['going', 'to', 'blono', 'next', 'week', 'then', 'come', 'back', 'working', 'full', 'time', '!', 'mother fuckers', ""ain't"", 'never', 'gonna', 'see', 'me']"	"['Going', 'to', 'BloNo', 'next', 'week', 'then', 'come', 'back', 'working', 'full', 'time', '!', 'Mfs', ""ain't"", 'never', 'gonna', 'see', 'me']"
471374841795596288	4971	['riding', 'round', 'in', 'that', 'gotti']	['Ridin', 'round', 'in', 'that', 'Gotti']
470973128114712576	4975	['rt', '@suzymmsa', ':', '#openfollow', 'dong', 'buat', 'rp', 'yadong', 'esp', '.', 'yuri', 'rp', 'yes']	['RT', '@SuZyMMSA', ':', '#openfollow', 'dong', 'buat', 'RP', 'yadong', 'ESP', '.', 'YuRI', 'RP', 'yeshh']
472158606201085952	4981	['i', 'love', 'watching', 'major league baseball', 'to be honest']	['I', 'love', 'watching', 'MLB', 'tbh']
469912942306402305	4983	"['""', '@_blaccdiamond_', ':', '@_obeyalexis_', '@runndattshitt', 'yeah', 'little', 'africa', 'gone', 'be', 'there', '""', 'killing myself laughing', 'bitch', 'you', 'stupid']"	"['""', '@_BlaccDiamond_', ':', '@_obeyalexis_', '@RunnDattShitt', 'yea', 'lil', 'africa', 'gone', 'be', 'there', '""', 'kmsl', 'bitxh', 'you', 'stupid']"
